-0.207680  1.001628
-0.205774  1.001604
-0.203869  1.001621
-0.201964  1.001721
-0.200058  1.001763
-0.198153  1.001798
-0.196248  1.001831
-0.194342  1.001861
-0.192437  1.001890
-0.190532  1.001916
-0.188626  1.001940
-0.186721  1.001962
-0.184816  1.001983
-0.182911  1.002001
-0.181005  1.002018
-0.179100  1.002033
-0.177195  1.002046
-0.175289  1.002057
-0.173384  1.002068
-0.171479  1.002076
-0.169573  1.002083
-0.167668  1.002089
-0.165763  1.002094
-0.163857  1.002097
-0.161952  1.002099
-0.160047  1.002100
-0.158141  1.002100
-0.156236  1.002098
-0.154331  1.002096
-0.152425  1.002093
-0.150520  1.002089
-0.148615  1.002084
-0.146709  1.002079
-0.144804  1.002073
-0.142899  1.002066
-0.140994  1.002058
-0.139088  1.002050
-0.137183  1.002041
-0.135278  1.002032
-0.133372  1.002022
-0.131467  1.002012
-0.129562  1.002002
-0.127656  1.001991
-0.125751  1.001979
-0.123846  1.001968
-0.121940  1.001956
-0.120035  1.001944
-0.118130  1.001932
-0.116224  1.001919
-0.114319  1.001907
-0.112414  1.001894
-0.110508  1.001881
-0.108603  1.001868
-0.106698  1.001855
-0.104792  1.001842
-0.102887  1.001829
-0.100982  1.001816
-0.099077  1.001803
-0.097171  1.001790
-0.095266  1.001777
-0.093361  1.001764
-0.091455  1.001751
-0.089550  1.001738
-0.087645  1.001726
-0.085739  1.001713
-0.083834  1.001701
-0.081929  1.001689
-0.080023  1.001677
-0.078118  1.001665
-0.076213  1.001653
-0.074307  1.001641
-0.072402  1.001630
-0.070497  1.001619
-0.068591  1.001608
-0.066686  1.001598
-0.064781  1.001587
-0.062875  1.001577
-0.060970  1.001567
-0.059065  1.001558
-0.057160  1.001548
-0.055254  1.001539
-0.053349  1.001530
-0.051444  1.001522
-0.049538  1.001513
-0.047633  1.001505
-0.045728  1.001498
-0.043822  1.001490
-0.041917  1.001483
-0.040012  1.001476
-0.038106  1.001470
-0.036201  1.001464
-0.034296  1.001458
-0.032390  1.001452
-0.030485  1.001447
-0.028580  1.001442
-0.026674  1.001437
-0.024769  1.001433
-0.022864  1.001429
-0.020958  1.001425
-0.019053  1.001422
-0.017148  1.001419
-0.015243  1.001416
-0.013337  1.001413
-0.011432  1.001411
-0.009527  1.001409
-0.007621  1.001408
-0.005716  1.001407
-0.003811  1.001406
-0.001905  1.001405
#
 0.001905  1.001405
 0.003811  1.001406
 0.005716  1.001407
 0.007621  1.001408
 0.009527  1.001409
 0.011432  1.001411
 0.013337  1.001413
 0.015243  1.001416
 0.017148  1.001419
 0.019053  1.001422
 0.020958  1.001425
 0.022864  1.001429
 0.024769  1.001433
 0.026674  1.001437
 0.028580  1.001442
 0.030485  1.001447
 0.032390  1.001452
 0.034296  1.001458
 0.036201  1.001464
 0.038106  1.001470
 0.040012  1.001476
 0.041917  1.001483
 0.043822  1.001490
 0.045728  1.001498
 0.047633  1.001505
 0.049538  1.001513
 0.051444  1.001522
 0.053349  1.001530
 0.055254  1.001539
 0.057160  1.001548
 0.059065  1.001558
 0.060970  1.001567
 0.062875  1.001577
 0.064781  1.001587
 0.066686  1.001598
 0.068591  1.001608
 0.070497  1.001619
 0.072402  1.001630
 0.074307  1.001641
 0.076213  1.001653
 0.078118  1.001665
 0.080023  1.001677
 0.081929  1.001689
 0.083834  1.001701
 0.085739  1.001713
 0.087645  1.001726
 0.089550  1.001738
 0.091455  1.001751
 0.093361  1.001764
 0.095266  1.001777
 0.097171  1.001790
 0.099077  1.001803
 0.100982  1.001816
 0.102887  1.001829
 0.104792  1.001842
 0.106698  1.001855
 0.108603  1.001868
 0.110508  1.001881
 0.112414  1.001894
 0.114319  1.001907
 0.116224  1.001919
 0.118130  1.001932
 0.120035  1.001944
 0.121940  1.001956
 0.123846  1.001968
 0.125751  1.001979
 0.127656  1.001991
 0.129562  1.002002
 0.131467  1.002012
 0.133372  1.002022
 0.135278  1.002032
 0.137183  1.002041
 0.139088  1.002050
 0.140994  1.002058
 0.142899  1.002066
 0.144804  1.002073
 0.146709  1.002079
 0.148615  1.002084
 0.150520  1.002089
 0.152425  1.002093
 0.154331  1.002096
 0.156236  1.002098
 0.158141  1.002100
 0.160047  1.002100
 0.161952  1.002099
 0.163857  1.002097
 0.165763  1.002094
 0.167668  1.002089
 0.169573  1.002083
 0.171479  1.002076
 0.173384  1.002068
 0.175289  1.002057
 0.177195  1.002046
 0.179100  1.002033
 0.181005  1.002018
 0.182911  1.002001
 0.184816  1.001983
 0.186721  1.001962
 0.188626  1.001940
 0.190532  1.001916
 0.192437  1.001890
 0.194342  1.001861
 0.196248  1.001831
 0.198153  1.001798
 0.200058  1.001763
 0.201964  1.001721
 0.203869  1.001621
 0.205774  1.001604
 0.207680  1.001628
