
        OBJNO                   RA                  DEC           MAGR         SLITPA        TOPDIST        BOTDIST
            J                    D                    D              E              E              E              E
                                                                                                                   
      3114405   3.517206420898E+02   2.651669643819E-02   2.346570E+01  -1.877889E+01   2.966588E+00   2.482939E+00
      3114980   3.516723327637E+02   2.830139361322E-02   2.362482E+01  -3.000000E+01   4.712127E+00   2.808108E+00
      3114920   3.516929321289E+02   3.093872405589E-02   2.245663E+01   0.000000E+00   4.236201E+00   4.349198E+00
      3114458   3.517123413086E+02   3.343757987022E-02   2.294373E+01   0.000000E+00   2.683716E+00   4.330861E+00
      3114457   3.517163391113E+02   3.522600978613E-02   2.247727E+01   0.000000E+00   1.465580E+00   3.271675E+00
      3114454   3.517199707031E+02   3.617480769753E-02   2.265042E+01   0.000000E+00   4.536347E+00   1.465580E+00
      3114450   3.517040100098E+02   3.871431946754E-02   2.269642E+01   0.000000E+00   2.572117E+00   4.037131E+00
      3114448   3.516998901367E+02   4.016289114952E-02   2.407493E+01   0.000000E+00   2.775830E+00   2.118396E+00
      3114445   3.517038879395E+02   4.181271791458E-02   2.344758E+01   0.000000E+00   4.876032E+00   2.684856E+00
      3114955   3.516954040527E+02   4.485914483666E-02   2.344575E+01   0.000000E+00   6.538955E+00   5.530622E+00
      3114389   3.517080383301E+02   4.840309172869E-02   2.227335E+01   0.000000E+00   2.870273E+00   5.804780E+00
      3114387   3.517124328613E+02   5.020377784967E-02   2.301190E+01   0.000000E+00   2.036025E+00   3.143910E+00
      3114948   3.516962890625E+02   5.158215016127E-02   2.341900E+01   3.000000E+01   3.417223E+00   2.299432E+00
      3114901   3.516926879883E+02   5.359385162592E-02   2.290493E+01   0.000000E+00   4.917186E+00   3.286512E+00
      3120908   3.517115783691E+02   5.630506947637E-02   2.306499E+01   0.000000E+00   2.216802E+00   4.509053E+00
      3120911   3.517174377441E+02   5.802200362086E-02   2.176796E+01   0.000000E+00   4.351834E+00   3.514140E+00
      3120905   3.517167968750E+02   6.031291931868E-02   2.246042E+01   7.837060E+00   3.802636E+00   3.395587E+00
      3121419   3.516968688965E+02   6.248173862696E-02   2.346622E+01   0.000000E+00   4.301861E+00   3.310920E+00
      3121456   3.516900329590E+02   6.521280854940E-02   2.290367E+01   0.000000E+00   1.426636E+00   4.940540E+00
      3121003   3.517003479004E+02   6.610972434282E-02   2.368948E+01   0.000000E+00   1.897221E+00   1.426636E+00
      3121418   3.516886596680E+02   6.748907268047E-02   2.285052E+01   0.000000E+00   3.216078E+00   2.417797E+00
      3121336   3.516938781738E+02   6.947612017393E-02   2.343232E+01  -3.000000E+01   2.854520E+00   3.501711E+00
      3120999   3.517080383301E+02   7.115443795919E-02   2.092291E+01  -3.000000E+01   6.003108E+00   2.863498E+00
      3120781   3.517003173828E+02   7.444730401039E-02   2.490292E+01   0.000000E+00   2.525747E+00   5.254659E+00
      3120994   3.517229003906E+02   7.608518004417E-02   2.329967E+01   3.356295E+00   8.114687E+00   3.142405E+00
      3121438   3.516750183105E+02   8.078590780497E-02   2.347748E+01   0.000000E+00   3.370937E+00   7.597151E+00
      3121435   3.516915588379E+02   8.264025300741E-02   2.442980E+01   0.000000E+00   2.029158E+00   3.098087E+00
      3120874   3.517204895020E+02   8.384672552347E-02   2.342673E+01   0.000000E+00   4.883462E+00   2.234987E+00
      3120453   3.517308349609E+02   8.745978027582E-02   2.156286E+01   0.000000E+00   2.323654E+00   7.757682E+00
      3120979   3.517041320801E+02   8.898700773716E-02   2.028040E+01   0.000000E+00   3.711974E+00   2.323654E+00
      3120913   3.517066040039E+02   9.085206687450E-02   2.312896E+01   0.000000E+00   3.488948E+00   2.544221E+00
      3121248   3.516669921875E+02   9.322115033865E-02   2.331990E+01  -3.000000E+01   3.703299E+00   3.723973E+00
      3121477   3.516937255859E+02   9.526307880878E-02   2.329340E+01   0.000000E+00   4.403274E+00   3.734384E+00
      3120926   3.517018737793E+02   9.801445901394E-02   2.285337E+01   8.732463E+00   3.870028E+00   5.157517E+00
      3120965   3.517104187012E+02   9.996187686920E-02   2.154262E+01   0.000000E+00   3.830510E+00   2.796751E+00
      3121317   3.516935119629E+02   1.023076400161E-01   2.278308E+01   0.000000E+00   2.110626E+00   3.790614E+00
      3121469   3.516875610352E+02   1.036567315459E-01   1.960805E+01   0.000000E+00   1.843277E+00   2.110626E+00
      3120924   3.517118225098E+02   1.046813204885E-01   2.315480E+01   0.000000E+00   7.809135E+00   1.843277E+00
      3120921   3.517145080566E+02   1.090780422091E-01   2.316982E+01   0.000000E+00   2.981698E+00   7.583321E+00
      3121412   3.516926879883E+02   1.111306697130E-01   2.347264E+01   0.000000E+00   2.694443E+00   3.455954E+00
      3127104   3.517023315430E+02   1.127049177885E-01   2.295249E+01   0.000000E+00   0.000000E+00   0.000000E+00
      3127521   3.517022705078E+02   1.132618933916E-01   2.053719E+01  -6.254599E+00   2.345871E+00   4.699265E+00
      3127628   3.516747436523E+02   1.149020865560E-01   2.354595E+01   0.000000E+00   3.290375E+00   2.345871E+00
      3127592   3.517025451660E+02   1.166673079133E-01   2.277525E+01   3.000000E+01   2.776979E+00   3.290375E+00
      3128137   3.516954345703E+02   1.184184625745E-01   2.101899E+01   1.444024E+01   5.801689E+00   2.860380E+00
      3127584   3.517060852051E+02   1.215661093593E-01   2.301978E+01  -3.000000E+01   2.497297E+00   5.290230E+00
      3127845   3.516853332520E+02   1.230563521385E-01   2.416172E+01   3.000000E+01   2.108190E+00   1.831866E+00
      3128040   3.516854248047E+02   1.244858503342E-01   2.367229E+01   0.000000E+00   4.598677E+00   2.538386E+00
      3128119   3.516882934570E+02   1.275276988745E-01   2.033417E+01   8.257303E+00   3.397823E+00   5.933244E+00
      3127965   3.516896972656E+02   1.294768601656E-01   2.110090E+01   0.000000E+00   4.312720E+00   3.159916E+00
      3128062   3.516973876953E+02   1.315318644047E-01   2.393654E+01   0.000000E+00   1.855716E+00   2.806939E+00
      3127571   3.517020874023E+02   1.328215301037E-01   2.225817E+01   0.000000E+00   1.847015E+00   2.417386E+00
      3127511   3.517086486816E+02   1.339813172817E-01   2.041325E+01   0.000000E+00   1.500000E+00   1.500000E+00
      3128059   3.516855163574E+02   1.366487145424E-01   2.073230E+01   0.000000E+00   2.237672E+00   6.446533E+00
      3127560   3.517185058594E+02   1.380151510239E-01   2.449140E+01   0.000000E+00   1.898483E+00   3.091277E+00
      3128107   3.516929321289E+02   1.393954008818E-01   2.175438E+01   3.000000E+01   1.434097E+00   1.898483E+00
      3127559   3.517095031738E+02   1.402000784874E-01   2.285892E+01   3.000000E+01   7.419397E+00   1.434097E+00
      3128101   3.516684570312E+02   1.448843628168E-01   2.211588E+01   0.000000E+00   2.488751E+00   7.583563E+00
      3127506   3.517159423828E+02   1.460535973310E-01   2.258888E+01   0.000000E+00   3.361077E+00   2.779101E+00
      3127430   3.517031860352E+02   1.480479091406E-01   2.395025E+01   0.000000E+00   2.913208E-01   2.986885E+00
